SLC4A1,ALOX5,DDX11,NRXN3,CD44,KITLG,ASPM,STAG3,FCGR2B,GLI2,ARHGAP15,SPAG5,ICAM1,APOL1,CORO1A,CD33,ZNF85,NSUN5P2,BMPR1A,AREG,VNN2,KLHL24,VIPR1,LCT,LEPR,NEK2,PCDHB14,KIF18A,RIBC2,APOE,FXYD2,CELSR2,AFF3,GZMA,SCML4,NLGN4X,TMEM236,FCGR1A,DIXDC1,SEC24D,CD96,MSI2,GRAP,OBSCN,AGAP1,NCF1,DDR2,FCGR3B,KIF26B,EBF1,GALNT10,DEFA4,GKAP1,NCF1C,JAM3,PRKCB,AR,RNASE3,HIC2,MYO7B,GYPA,CD8B,CSPG4,NCKAP5,TIGIT,NCF1B,GTF2H2C,FMNL1,RGPD2,PRAME,PCDHB13,FAM72B,GRAPL,FAM72A,ZNF138,ARHGAP11A,FCGR3A,MICA,LILRB3,HCP5,SNORA12,DDX12P,FAM72D,RPL23AP53,HAR1A,ZNF492,FCGR2C,GYPB,ZNF850,Cell_type
1.3720143,2.1077747,1.663992,0.83955896,2.7615383,0.0028403082,2.1221414,1.5083237,0.30520496,0.00018253284,1.9303185,1.9000986,1.5150559,1.0222617,2.370361,0.64414275,1.5040988,0.60191315,0.12378751,0.081798695,1.0242376,2.1923964,0.78536594,0.6016563,0.7386734,1.2619845,0.81344855,1.5138456,0.37236482,0.4421118,0.11171954,1.5204837,2.1535974,0.9480926,1.1311605,0.23668048,1.4406716,0.21310289,0.4464346,1.5421107,1.6461738,2.4537737,1.6398231,1.5463957,0.20832355,1.0862204,0.0655062,0.38584554,1.19748,2.5198114,1.8035165,1.0270699,1.2603457,0.6024507,0.2685026,2.6170688,0.035088703,0.4199496,1.4349645,1.345182,0.48953244,0.48737192,0.4144033,0.15957686,0.43793324,0.6917489,0.52680373,2.211027,0.18218674,0.9223811,0.7244006,0.59990126,0.6117678,0.8088576,1.5580596,1.9031032,1.2040683,0.9870665,0.64663035,1.9424763,0.10918302,1.257153,0.51994216,0.89552,0.4268776,0.25831273,0.30802014,0.16091998,1.5018241,B
1.2852356,2.1491709,1.6708282,0.82969785,2.7247987,-0.013983561,2.2834363,1.7289121,0.27784947,-0.0031152877,1.9553221,1.940326,1.5775386,1.0106606,2.3248389,0.5684888,1.5175061,0.5855879,0.12905727,0.041792415,0.95920897,2.248793,0.76236326,0.58635545,0.7862066,1.3017467,0.9301942,1.5000815,0.37575924,0.4555495,0.023793511,1.5752766,2.0813296,0.88111174,1.1514138,0.20126396,1.3439729,0.22809139,0.45675483,1.4883169,1.6706693,2.5099742,1.6149555,1.4894072,0.30493867,1.0377351,0.008394698,0.37702367,1.2071031,2.378199,1.7230694,1.0477817,1.2257981,0.58112663,0.2062588,2.671719,-0.020892173,0.4622044,1.5250062,1.2617277,0.6550783,0.3984975,0.27700764,0.12638202,0.39336708,0.7053131,0.5428086,2.1917534,0.21476063,0.8909152,0.6971398,0.67995083,0.5854641,0.78123116,1.5415587,1.8871891,1.2855672,0.9129626,0.5550527,1.988892,0.17956531,1.1623751,0.53518695,0.84288263,0.49813104,0.33812585,0.3092191,0.24510534,1.4303528,B
0.65645385,1.8174332,1.8414257,0.7783215,2.4442513,0.061666463,2.4283834,1.5630746,0.1538354,-0.047968477,2.0928926,2.1023436,1.0110413,0.93795705,2.4065614,0.07214276,1.6634995,0.9827168,0.17611933,0.097797774,0.49244574,2.656011,0.24865635,0.51614994,0.66821605,1.4438695,0.6015056,1.638636,0.38564873,0.4352147,0.17863628,1.4128902,2.1971676,0.6157864,1.4545517,0.20877048,1.3663932,0.22035186,0.22711031,1.3598633,2.2530844,2.8668447,1.4894869,1.4826982,0.24441363,1.169643,0.06718579,0.043314032,0.65496707,2.766832,1.582166,0.7415701,1.2468578,0.72995245,0.29549843,2.7386374,0.07417373,0.56991047,1.4484102,1.336061,0.1714095,0.4937196,0.089844175,0.83329195,0.43827707,0.8792639,0.33080822,2.1531148,0.29658926,0.45159635,0.49141094,0.7787974,0.41715625,0.60725796,1.5821753,2.0723946,1.0824355,0.8601774,0.27946404,1.171882,0.21828765,1.4710115,0.21140245,0.9612708,0.03711293,0.76681286,0.37798372,0.068444744,1.4817458,B
1.1226524,2.1600986,1.6901348,1.0592614,2.2978227,0.0077846255,2.5430586,2.3391745,0.58660907,0.027660312,2.1004932,1.9690679,0.72998023,1.0204974,2.225807,0.51386464,1.6032091,0.84012973,0.20808226,-0.03516049,1.2246767,2.254084,0.5317038,0.27607292,0.61293924,1.4660308,0.17831765,1.7068397,0.91305685,0.1282905,0.014657877,1.3028749,2.3872428,0.9522464,1.5702434,0.12037159,1.5289562,0.29428083,0.40066725,1.3048435,1.6688309,2.7901366,1.5578454,1.4168069,0.1591831,1.3993628,0.055774353,0.5676688,1.1075277,2.7314508,0.9725391,1.5152974,1.1699153,0.95267487,0.27190113,2.6466463,0.10193663,0.7225019,1.4628997,1.1855778,0.55548704,0.9218296,0.031356625,0.07557735,0.87583315,1.1335925,0.58609194,1.9098827,0.14346366,0.30327344,0.1010633,1.0461136,0.18701126,1.0568603,1.4547825,2.1517518,1.3055772,1.0868989,0.33891666,1.9199818,0.06373171,1.0541544,0.77936006,1.1401678,0.61794794,0.026189541,0.35928163,0.09833534,1.2480444,B
2.5327058,1.6484914,1.7077429,0.9751932,1.4196433,0.025349358,2.0138056,3.0437486,0.45528266,-0.059019253,2.0603242,2.0022652,0.930519,1.2052401,2.285414,0.36177444,1.6597354,1.2117351,0.2148256,0.162868,0.67239493,2.1708577,0.7351221,0.33614656,0.91231847,1.2276049,0.22107308,1.3404349,0.7890054,0.22421241,0.12776344,1.4658735,2.1021552,0.7045016,2.2255266,0.122211136,0.8471882,0.18784085,0.3123799,1.1609764,2.2219381,2.4270864,1.7076468,1.4317455,0.62488824,1.0844386,0.030556077,0.47620842,1.2950144,2.426667,1.8250659,0.08309622,1.2002249,1.0045557,0.18926227,2.6577094,0.006038145,0.5023083,1.3117701,1.3784336,1.3803608,0.7860159,0.11008642,1.4266998,0.6255592,0.8801807,0.3243371,1.9229803,0.15585433,0.32333162,0.20350021,0.7308224,0.60281765,0.8171248,1.5440507,1.7071192,0.83402014,1.0152055,0.54417765,2.4562423,0.8633351,1.1283296,0.76832473,0.91976464,0.87507117,0.60875154,0.2666802,0.9887074,1.220669,B
1.3807027,2.0032299,1.717864,0.8836584,2.6495302,0.017474087,2.1984777,1.6883636,0.3140782,0.02504235,1.9705156,1.9606931,1.53169,1.0013752,2.3064778,0.5893238,1.4725951,0.57912886,0.14114593,0.1573058,1.0302254,2.175007,0.81458426,0.6135055,0.7465614,1.2298746,0.8165657,1.5420454,0.3720078,0.38007712,-0.0057739546,1.5352874,2.1010914,0.95776856,1.1993926,0.17627767,1.442155,0.19527377,0.48099664,1.5333266,1.7000188,2.4460375,1.5642643,1.4579158,0.2220151,0.96630895,0.013456592,0.36072263,1.2269101,2.440743,1.7471656,0.98268235,1.2435743,0.6278135,0.24287227,2.6443164,-0.028765276,0.45800474,1.4358777,1.4755985,0.6767512,0.4042929,0.3886677,0.20751216,0.43623757,0.6524033,0.5220067,2.2025516,0.17356491,0.89399433,0.6951348,0.6458694,0.6055015,0.7764872,1.5576515,1.872796,1.3123424,0.9629689,0.5916681,1.9730638,0.19412401,1.2234693,0.581617,0.8391334,0.48956606,0.25855252,0.36679387,0.1470031,1.4343486,B
2.5208302,1.5750906,1.6631838,0.72477627,1.4718276,0.021783115,1.958919,2.9998958,0.45960757,-0.0066469302,2.0842154,2.0597148,0.8486519,1.2281241,2.2176178,0.2762097,1.6244743,1.1469506,0.14657918,0.108458064,0.54263335,2.1877584,0.69967735,0.3209241,0.905352,1.3246905,0.149327,1.2935421,0.7712327,0.24025255,0.18784189,1.3701019,2.1622932,0.55186087,2.2236414,-0.047614716,0.75729537,0.1623923,0.25090572,1.1178727,2.2554903,2.459569,1.7532104,1.3942451,0.5815057,1.0354743,0.042848267,0.4195457,1.4140233,2.4065862,1.9559678,0.015212614,1.2781024,1.015437,0.2936322,2.8040333,0.06570386,0.2819101,1.3631012,1.3256668,1.2714329,0.7845649,0.013962335,1.3324481,0.53395057,0.7948908,0.377637,1.9219449,0.055662032,0.34410232,0.19733426,0.7047843,0.6513467,0.82631,1.5960891,1.6456677,0.8816902,0.9830037,0.47306442,2.3142347,0.94423157,1.1521277,0.8145635,1.028777,0.88539547,0.632026,0.19289622,0.9719657,1.3369789,B
0.59461594,2.346634,1.739027,0.40543607,1.8534468,0.023509094,2.3803475,2.0297782,0.4306962,-0.012959748,2.113807,1.9769335,1.1295655,1.0636392,2.3122814,0.33841792,1.5067414,0.91676277,0.1634142,0.00082608406,1.3347707,2.334856,0.34690362,0.14194751,0.64103705,1.5515283,0.35905838,1.6397471,0.83942187,0.35524878,0.18714257,1.4212291,2.4469244,1.1757705,1.4099779,0.14469767,0.51648647,0.3625664,0.72578377,1.3855084,1.1948042,2.6758442,1.6747761,1.5405368,0.355146,1.642554,0.04264251,0.17770287,0.80287594,2.5417025,1.4765724,0.86177975,1.2480576,1.3303943,0.11494411,2.737952,0.0925469,0.40079367,1.3005939,1.2658275,0.20095797,0.76122785,-0.017621929,0.75445116,0.833339,1.1818348,0.5821571,1.7640413,0.16421415,0.27891186,0.21719024,1.0427908,0.563974,1.174721,1.6392075,2.07216,1.0802655,1.1796304,0.324513,2.6924515,0.16955796,1.2565356,0.83531135,1.0048931,0.4430969,1.0208184,0.26612,0.08806141,1.2755884,B
1.3980565,2.0742626,1.704348,0.8571343,2.742008,0.008070672,2.1986551,1.5464029,0.28583318,-0.013649627,1.9805319,1.9832386,1.4309378,1.0313329,2.3917162,0.523172,1.465527,0.64087033,0.15467636,0.08055591,0.9481265,2.2598765,0.8121306,0.5864185,0.86818945,1.2290715,0.8656098,1.4763776,0.38578388,0.42353168,0.19105853,1.5976614,2.1482553,0.9499072,1.1280141,0.13732943,1.2845991,0.17932962,0.46491182,1.5130472,1.771046,2.4501915,1.6212724,1.4626731,0.24739636,1.0998789,0.0126647595,0.40626422,1.1344532,2.5081425,1.7806913,0.92781264,1.1985242,0.7389683,0.28849393,2.6533945,0.0239681,0.430961,1.4621197,1.4527041,0.5841455,0.42612597,0.3010539,0.18465543,0.49264234,0.7790626,0.5150234,2.1894386,0.22440095,0.89814645,0.7770512,0.5840817,0.64943457,0.7663698,1.5501885,1.8853657,1.3706673,0.9730646,0.5645492,1.9455596,0.11194853,1.2021753,0.47627628,0.8576306,0.48159003,0.2675965,0.43743348,0.18021457,1.4213418,B
1.2426633,2.0130363,1.7251565,0.88823617,2.68931,-0.00532273,2.2383401,1.5743939,0.3063248,-0.026611267,1.995507,1.9539722,1.5012634,1.0674542,2.3940911,0.4683342,1.5102388,0.6986869,0.19145991,0.08996671,0.8200951,2.2794185,0.7505721,0.6200545,0.83874357,1.2702678,0.82773054,1.5033929,0.41996178,0.39411348,0.06441254,1.5728729,2.142387,0.8576978,1.2147349,0.15250474,1.316692,0.26487046,0.41280186,1.4949707,1.6567533,2.505738,1.5920389,1.5608423,0.21796067,1.0954404,0.0063480823,0.35371023,1.0493207,2.4357798,1.682558,0.9449453,1.2260915,0.63793576,0.25845504,2.68112,0.0030291684,0.41627917,1.4800322,1.3200569,0.68796295,0.3561405,0.29709706,0.25963777,0.46885163,0.75827384,0.48159447,2.1967807,0.17405036,0.7168516,0.7421344,0.61296827,0.62195754,0.6440082,1.580238,1.9649415,1.2531894,0.9259942,0.44826266,1.8010294,0.13703275,1.198861,0.40052497,0.8316907,0.48840737,0.34045306,0.34843498,0.16960002,1.4018191,B
0.1804862,1.9992188,1.7296783,0.29270014,2.2071955,0.25802824,2.2231567,1.9389035,0.6930388,-0.007867902,2.2390115,1.9287075,1.1122365,1.4874723,2.417259,0.48356792,1.4046255,0.8190635,0.5993136,0.29103595,1.2475469,2.1086974,0.60223556,0.15978523,1.1340148,1.55216,0.12741323,1.5251044,0.7190294,1.2597967,0.13683824,1.0155151,2.2362976,2.0810258,1.8235966,0.16281989,0.33298618,0.6133875,1.0562024,1.466258,2.3918052,2.5033674,1.5714853,1.4620979,0.6528997,1.6632726,0.19642541,0.3089532,0.42537782,2.204667,1.6525656,0.02959444,1.2006359,1.2066469,0.4376824,2.70101,0.018893182,0.40138415,1.2038382,1.3526777,0.12433709,1.7868246,0.32204843,0.8831558,1.4921902,0.9469537,0.5515253,1.7925946,0.08836579,0.73414844,0.16945487,1.0769694,0.30718833,1.1996671,1.6160172,2.046121,1.9402417,0.93604803,0.18043089,2.0403337,0.20227513,0.9150856,0.8377528,0.81513286,0.32094958,0.20847502,0.36392337,0.10402422,1.2084624,B
2.7017603,1.5305098,1.7067984,0.6931314,1.5652798,0.018480657,2.100117,3.1191149,0.30928278,-0.008607044,2.1045837,2.1029763,0.9348806,1.1397414,2.2540932,0.24288562,1.6315017,1.1239324,0.09128128,0.20964202,0.61762494,2.2217562,0.80035806,0.3887137,0.91301703,1.263109,0.12377901,1.3628271,0.81189024,0.29603896,0.13910694,1.2452226,2.14229,0.5797305,2.2122793,0.018253421,0.9000613,0.17703016,0.26217496,1.1626331,2.4175668,2.4279256,1.6610619,1.430832,0.6691846,1.070687,0.07150036,0.45532796,1.5115285,2.4294245,1.8828446,-0.08330701,1.2454057,0.8365682,0.2302767,2.7422152,0.057149544,0.3532688,1.2889867,1.2374856,1.2696803,0.7521314,-0.003735804,1.3372333,0.5666274,0.76199377,0.49241036,2.0606449,-0.013959351,0.3681616,0.22348198,0.81399286,0.558921,0.8343152,1.6290815,1.6481313,0.78262156,1.0463674,0.5179038,2.3952177,0.9754089,1.208742,0.83129025,0.9653432,0.90568763,0.71630114,0.3648098,0.9495656,1.2836208,B
2.4452424,1.6022023,1.7048413,0.68460774,1.5505724,0.036389615,2.0609133,2.8749804,0.46938854,-0.0036143276,2.061135,2.073537,0.9328521,1.2991132,2.2394629,0.34633365,1.6238708,1.2084136,0.19003397,0.16648611,0.633928,2.1834338,0.8272429,0.37297964,0.8753971,1.2892914,0.23056807,1.3592222,0.7542153,0.35888854,0.12125299,1.4142193,2.1278782,0.69490427,2.154744,0.09858734,0.6995832,0.19016573,0.338069,1.1919347,2.3562863,2.4254858,1.7036363,1.4325148,0.838534,1.0604303,0.057072587,0.44403616,1.295061,2.368564,1.8697733,-0.019658308,1.2518176,0.9765017,0.24936333,2.7214634,-0.011646583,0.28757456,1.3107193,1.4183317,1.2421046,0.92085636,-0.0101301605,1.2187586,0.6238064,0.8681296,0.41790023,2.0053265,0.00012972693,0.35430533,0.16998392,0.80348355,0.57677853,0.872393,1.6235797,1.7126648,0.8915348,1.0016271,0.4721442,2.345217,0.839033,1.1414022,0.7382273,0.8535346,0.8392705,0.55395716,0.23628639,0.9094291,1.278839,B
1.2554826,1.9836997,1.74698,0.84052175,2.722763,0.04190782,2.2662804,1.7420504,0.3956026,0.025949387,1.9779587,1.9250331,1.434558,1.0463312,2.3682625,0.49792486,1.4987253,0.66431826,0.1624441,0.08704894,0.92474055,2.2368014,0.7640763,0.5655958,0.7860491,1.2509959,0.75257456,1.536418,0.3913939,0.4038552,0.08721832,1.580173,2.0429401,0.97183776,1.1370676,0.11886189,1.355492,0.25155443,0.3958363,1.5202112,1.8523725,2.46694,1.5553741,1.4861431,0.31473732,0.9683448,0.05431994,0.3232905,1.0604655,2.487782,1.6596324,1.0600761,1.1723332,0.69881296,0.28181845,2.6138356,0.07254479,0.47912276,1.4682598,1.469358,0.66304606,0.52410185,0.5469138,0.2791686,0.46836385,0.77053374,0.49483973,2.1442425,0.17939626,0.877973,0.6290314,0.6347747,0.5803175,0.70861745,1.4962971,1.9001639,1.351739,0.95406747,0.6502346,1.8159972,0.08428205,1.2820414,0.53759015,0.85879314,0.36016148,0.27249154,0.39190927,0.12052883,1.3492923,B
2.3503036,1.6284031,1.736889,0.6369218,1.4799798,-0.014205923,2.067649,2.9673991,0.3894771,0.01635694,2.0287595,2.036775,1.0059332,1.1297622,2.310608,0.3366324,1.6214808,1.1513302,0.18754186,0.18737695,0.70898813,2.2778523,0.7257398,0.40357742,0.8575004,1.2229223,0.17339455,1.2645082,0.8395331,0.27265236,0.18915913,1.3048899,2.2061608,0.53322726,2.1866047,-0.033082508,0.61528355,0.15710565,0.24167347,1.2092634,2.3360906,2.4564598,1.7758901,1.3695831,0.7010958,1.1473161,0.085379384,0.46186996,1.3444983,2.5423236,1.8649397,0.07269485,1.2294062,0.9465325,0.30705467,2.6927311,-0.082849264,0.37870395,1.3130742,1.4338295,1.1561664,0.7718261,-0.0038061077,1.218111,0.66929543,0.78760254,0.46637604,2.071911,0.11222692,0.21565326,0.2609339,0.7161726,0.68509704,0.9089638,1.6299446,1.7219979,0.7436496,1.059649,0.5094743,2.4282224,0.93873364,1.1558725,0.8738697,0.94767284,0.87392443,0.6540688,0.21779123,0.83859986,1.2613627,B
0.8278949,1.7292453,1.8750148,0.8297629,2.600671,0.06553286,2.4290316,1.5595038,0.1735218,-0.031973325,2.1095111,2.051646,1.0206519,0.8879595,2.3686311,0.01248679,1.6829679,0.9825845,0.101142585,0.054926746,0.37298003,2.6291826,0.27248126,0.46199125,0.6955188,1.3125744,0.55215824,1.6503992,0.378087,0.48322803,0.17199017,1.445359,2.1653547,0.6993579,1.3177798,0.3760617,1.1046484,0.19383423,0.2351188,1.3889695,2.169203,2.8400035,1.4725455,1.574743,0.15664692,1.2973156,0.08229881,0.02672767,0.51687104,2.5686562,1.5856832,0.4670253,1.2586282,0.82690436,0.31342554,2.7273166,0.056437865,0.48355696,1.4170685,1.2477689,0.10228403,0.53753185,0.19924326,0.60724,0.4471292,0.80449027,0.36846828,2.176169,0.3383688,0.33920783,0.4510593,0.7446995,0.37861174,0.50866187,1.6053852,1.967484,1.0170344,0.8718335,0.33538395,1.1204115,0.21391729,1.3471118,0.18395545,0.9074254,0.12044845,0.72164124,0.4056928,0.02316754,1.444496,B
0.8111469,1.6805707,1.8242797,0.8105519,2.3805904,0.05358305,2.5221717,1.5494115,0.21243362,-0.07450421,2.1715465,2.0785747,1.0300179,0.94288987,2.3013492,0.07246504,1.6856858,0.9667633,0.113003194,0.2499338,0.4641625,2.6614506,0.40597007,0.5567171,0.6501709,1.4078425,0.6206569,1.6884804,0.35779998,0.5031763,0.2648085,1.314739,2.2808738,0.58908963,1.3666182,-0.0388067,1.2645575,0.13729006,0.10215931,1.4182013,2.226947,2.8508937,1.4566811,1.600337,0.16889144,1.1730384,0.009913901,0.18843502,0.52160704,2.7540488,1.5210339,0.6292313,1.2618858,0.8043773,0.27727768,2.7647235,0.024583802,0.37630245,1.454803,1.1961557,0.07260044,0.40996236,0.01641447,0.6982506,0.37056667,0.7336131,0.41145647,2.201466,0.38494492,0.21868478,0.54647106,0.7751509,0.38531706,0.6434618,1.6077609,2.0443075,1.0583273,0.912938,0.27094087,1.077897,0.19852361,1.4620935,0.21397458,0.96726006,0.03536562,0.77422,0.40423545,0.051487524,1.4394944,B
0.36106396,1.9920995,1.6882751,0.35120496,2.25492,0.29969957,2.2059903,2.028485,0.6627566,0.008527958,2.2348754,1.9737391,1.127552,1.4746432,2.416502,0.41052213,1.4129537,0.81536126,0.53420424,0.28621933,1.3152087,2.1082933,0.5873668,0.097846806,1.1156577,1.5873035,0.13785835,1.5670702,0.67464375,1.186852,0.16813284,0.97462404,2.24452,2.0528963,1.8231888,-0.07625278,0.35212076,0.6757992,1.0360625,1.5231655,2.4672277,2.5239928,1.612967,1.5150229,0.8599605,1.6872041,0.18969779,0.16093132,0.4804967,2.226041,1.6706462,0.056773324,1.2063894,1.1866331,0.31788403,2.6795971,0.03775762,0.26751298,1.2371151,1.2943634,0.047214046,1.7734022,0.29654503,0.93147844,1.5687933,1.0672544,0.5861071,1.8862022,0.08413616,0.6846353,0.1041744,1.0616852,0.3221084,1.2893467,1.6450788,2.1181822,1.8975698,0.9349338,0.21892524,2.089423,0.28300038,0.9301074,0.8872253,0.79710346,0.24267069,0.3044702,0.35584795,0.11372398,1.2057097,B
1.3678597,2.0813222,1.7332702,0.7740376,2.7457316,0.01697828,2.2267754,1.676513,0.2728746,-0.03370408,1.9928344,1.9416897,1.5043212,1.0396451,2.360994,0.59268147,1.520741,0.6259049,0.1642397,0.09618946,0.80719423,2.3001728,0.8921652,0.57158303,0.8609669,1.2662656,0.732522,1.5161039,0.33608812,0.3311806,0.088313244,1.5198526,2.0579562,0.9696394,1.1278223,0.1420863,1.3803507,0.17184497,0.40345177,1.5298779,1.6637311,2.4300077,1.525043,1.4362823,0.29172117,1.063309,0.05054941,0.4432338,1.036565,2.5953677,1.7386022,1.1751509,1.245954,0.592608,0.14803848,2.680423,0.047191486,0.42224285,1.4821135,1.294128,0.68481594,0.38726833,0.3897992,0.25223497,0.48728073,0.7092696,0.5239691,2.2020576,0.2046803,0.92348284,0.81221527,0.65084505,0.61452836,0.76330143,1.5234754,1.901905,1.3483553,0.9540226,0.5749928,1.8462237,0.08321438,1.2366546,0.5633919,0.8178683,0.4435695,0.26813087,0.36204916,0.20326598,1.4325445,B
2.3953202,1.5843142,1.7360569,0.64218867,1.4834433,0.014393115,1.9456534,3.0816875,0.36286023,0.016986074,2.03924,2.0117197,0.9197159,1.1350231,2.2460675,0.309052,1.6555368,1.1827648,0.2055321,0.20337752,0.6537296,2.225977,0.8048691,0.36157176,0.89961547,1.2259269,0.30579287,1.320113,0.80142677,0.18357202,0.16406627,1.2756457,2.158085,0.7105344,2.2300234,0.018570935,0.8258918,0.086417556,0.29963124,1.2024271,2.3373184,2.4105306,1.7495291,1.4294311,0.6123055,1.0642105,0.07290598,0.40082952,1.3796579,2.516152,1.9172001,0.081411436,1.2014854,0.93822914,0.22461149,2.7299452,-0.007881715,0.3607143,1.3151729,1.458129,1.4010073,0.8691459,0.01575545,1.3515403,0.57982105,0.71269006,0.4318248,1.9476506,0.0013911997,0.4459466,0.30446586,0.723878,0.52455187,0.7160184,1.5985551,1.696946,0.8901299,1.0281624,0.46247143,2.186913,0.95452166,1.1632645,0.78154093,0.9127249,0.866855,0.5892931,0.2660873,1.0188211,1.2628505,B
2.3999143,1.6734514,1.7500005,0.7757663,1.4967692,0.0030025707,2.022228,2.9013393,0.4600166,0.025669714,2.0340145,2.016548,1.0374621,1.1751037,2.2951376,0.36453485,1.6373364,1.1920878,0.21470201,0.0942147,0.7028775,2.2598941,0.7389638,0.33063066,0.8521494,1.3073342,0.24996339,1.3268427,0.792561,0.18331009,0.1356961,1.456925,2.1366985,0.6953393,2.1392357,0.12493167,0.6882522,0.13189119,0.24347673,1.2144947,2.2977934,2.4673724,1.7642142,1.4484373,0.6884769,1.1573473,0.070248984,0.4657911,1.3993746,2.5032716,1.8704962,0.14917083,1.2226369,0.9787003,0.251378,2.6656568,0.0012394644,0.35623115,1.3655293,1.438741,1.3645757,0.83345044,0.07985348,1.3445425,0.6154656,0.91089904,0.38919097,1.9943193,0.075972766,0.41782174,0.2732429,0.78756547,0.52262664,0.8459168,1.6073207,1.6880552,0.8382109,0.9995157,0.51529706,2.3793447,0.8749291,1.2168509,0.78132296,0.9031785,0.900033,0.6298936,0.26534826,0.94434714,1.3043431,B
0.9117934,2.1641338,1.6699111,0.9277859,2.3334148,0.06861716,2.3871763,2.2960365,0.55215555,-0.01701021,2.156475,1.9724051,0.73555183,1.1013288,2.3091867,0.61595637,1.5474005,0.8318072,0.27901617,0.1598146,1.2995533,2.1717062,0.5438247,0.29259753,0.7243193,1.4827327,0.0805952,1.6205328,0.95127165,0.32843617,0.09382676,1.2727258,2.3483636,1.1886433,1.726181,0.23272175,1.3651594,0.34706488,0.47624433,1.2957873,1.7417214,2.7444997,1.5179176,1.4290818,0.35635763,1.4058028,0.08895449,0.5485335,1.1317009,2.6710024,1.0727892,1.4127265,1.1717777,1.060179,0.18477872,2.645276,0.19422783,0.6242212,1.4123051,1.130978,0.49079958,1.0180632,0.07928521,0.1471187,0.90644413,1.1363338,0.62774557,1.8517398,0.14042747,0.38944677,0.061061677,1.0590101,0.29455236,1.1723502,1.438215,2.1087432,1.3690108,1.0537077,0.35793403,2.0592973,0.09617523,0.99619025,0.760907,1.153434,0.5709161,0.083777286,0.34130555,0.12451275,1.2816436,B
0.27002168,2.0698597,1.7293686,0.23695049,2.2962918,0.28622162,2.20848,1.9926833,0.7338745,-0.010562523,2.2694042,1.8968521,1.1334723,1.4836866,2.469592,0.49827287,1.3815185,0.8883421,0.5985437,0.35421568,1.2541846,2.0859768,0.6770552,0.12934524,1.150762,1.5259949,0.11504275,1.5563787,0.660084,1.2006387,0.2552342,0.97685593,2.2518408,2.088098,1.8960226,0.1621921,0.394702,0.6126006,1.0028135,1.4691763,2.3850613,2.506528,1.532673,1.4785584,0.7101455,1.5500478,0.194965,0.14359206,0.41888252,2.226492,1.6571543,0.15818019,1.2219522,1.3242108,0.36395606,2.6785157,0.060591727,0.3901139,1.2205322,1.289021,0.22633936,1.7514017,0.27342588,1.014883,1.4481359,1.0149198,0.5457223,1.8370025,-0.0051907925,0.69172746,0.11264565,1.1006914,0.28674197,1.1640948,1.6239527,2.0399501,1.9385891,0.9285866,0.21298477,2.2028136,0.15709087,0.99209034,0.9117691,0.7487155,0.37403452,0.2735636,0.3352429,0.07315071,1.2791327,B
0.2702824,2.0051672,1.7561138,0.2868447,2.215011,0.2580553,2.2344558,1.9915342,0.6903368,0.0119079435,2.2020557,1.9371738,1.1312455,1.3944075,2.4692485,0.4214988,1.3695086,0.785823,0.5324133,0.28197098,1.3096433,2.140656,0.5896472,0.11315259,1.0118468,1.5675315,0.10785169,1.5658759,0.7029247,1.1530716,0.17897901,1.1331738,2.1641548,2.0924623,1.8430463,0.052992977,0.46218538,0.5587323,0.9868875,1.455191,2.2555947,2.4852087,1.5558763,1.4312235,0.7965294,1.6715478,0.1705393,0.18359229,0.5189152,2.2869077,1.6518937,0.093786076,1.1558833,1.1698719,0.38557866,2.6590781,0.098547235,0.29409695,1.187086,1.2622058,0.1569363,1.7369509,0.24572162,0.91664726,1.5508295,0.99124914,0.57404715,1.8316116,0.052581858,0.7803649,0.057974663,1.0512561,0.29331157,1.2178535,1.6433574,2.0742548,1.8194534,0.9108347,0.22803786,2.154402,0.19840553,0.9979903,0.84964454,0.7524246,0.3599999,0.23567858,0.34818718,0.11516522,1.2191952,B
0.07630385,2.0258865,1.7647022,0.28830436,2.2380881,0.25653067,2.1622,2.0765212,0.5815199,0.027946213,2.226739,1.8870696,1.126195,1.5264115,2.3865073,0.391938,1.430064,0.85484564,0.57406443,0.3398562,1.2335031,2.144797,0.5335608,0.17512725,1.1484506,1.4946713,0.042902064,1.5487888,0.7158724,1.2527708,0.20287128,1.0523441,2.2406693,2.1198022,1.8279451,-0.000704312,0.29175127,0.58063376,1.1251264,1.5075363,2.5291634,2.5137818,1.5684085,1.4542239,0.68552893,1.625281,0.18314737,0.2890341,0.3950041,2.2374792,1.6709335,-0.01909284,1.2037709,1.2158515,0.37010658,2.7321324,0.021909937,0.26131943,1.1769753,1.1518306,0.17926444,1.7657483,0.28366956,0.83139706,1.5371274,0.92071897,0.5708943,1.7736601,0.073750675,0.68250656,0.0100631965,1.0574421,0.39098373,1.2021133,1.6277434,2.1238444,1.9477222,0.95406497,0.1462645,2.0973961,0.20314023,0.94284546,0.88272256,0.7878609,0.4101676,0.2741147,0.3984739,-8.9627116e-05,1.1475695,B
